month,year,route_id,route_name,vessel_id,vessel_name,distance_nm,voyages,available_seats,passengers,occupancy,vehicles,avg_ticket_eur,passenger_revenue,vehicle_revenue,ancillary_revenue,freight_revenue,revenue,fuel_tons,fuel_price_eur_ton,fuel_cost,crew_cost,port_cost,maintenance_cost,catering_cost,distribution_cost,other_variable_cost,variable_cost,contribution,fixed_allocated,ebitda,contribution_margin,ebitda_margin,revenue_per_sailing,cost_per_sailing,revenue_per_passenger,cost_per_available_seat_nm,revenue_per_available_seat_nm,break_even_occupancy
2024-02-01,2024,VAL-IBZ,Valencia–Ibiza,V02,Marina Azul,165,20,25200,10655,0.42281185566731105,2541,69.50000600821872,740522.5640175705,153760.02895276234,102504.8824163105,307680.63466753846,1304468.110054182,1163.0439936395192,625,726902.4960246994,225400.0,122540.0,118497.64279138179,49012.99999999999,46960.851961950546,27393.830311137823,1316707.8210891695,-12239.711034987587,352470.0,-364709.7110349876,-0.009382913189406527,-0.2795849957725982,65223.405502709094,83458.89105445848,122.42779071367264,0.4014376674096127,0.31372489419292493,0.5410237065466607
2024-03-01,2024,DEN-IBZ,Dénia–Ibiza,V03,Costa Dénia,124,30,27000,12592,0.4663759615514257,2704,63.68005472989094,801859.2491587867,147701.2750420457,123031.16718499802,375024.22247823107,1447615.9138640617,1125.035235122723,625,703147.0219517018,245040.0,168150.0,146405.7904199109,57923.2,52114.17289910622,30399.934191145298,1403180.1194618642,44435.79440219747,298500.0,-254064.20559780253,0.030695845477124405,-0.17550525879453713,48253.86379546872,56722.67064872881,114.96314436658686,0.5082676581427312,0.4323822920740925,0.5482273953790597
2024-03-01,2024,DEN-FOR,Dénia–Formentera,V01,Levante Star,112,30,24600,12668,0.5149743379299109,2625,57.907595643304056,733573.4216093757,137090.34560844937,127736.07776124819,366952.72367835464,1365352.568657428,917.2981523042716,625,573311.3451901698,239400.0,164670.0,146102.90421242805,58272.799999999996,49152.692471667404,28672.40394180599,1259582.1458160712,105770.42284135683,291040.0,-185269.57715864317,0.07746748002632206,-0.13569357938134732,45511.75228858094,51687.40486053571,107.77964703642469,0.5627983978716867,0.49555479408298053,0.5848530491331599
2024-03-01,2024,DEN-PMI,Dénia–Mallorca,V05,Balear Express,198,22,29040,13652,0.4701226170791086,3508,78.77019031781994,1075370.6382188778,225439.48540740806,136886.10178670677,334596.8932277784,1772293.1186407711,1198.793341423407,625,749245.8383896293,206580.0,136708.0,115375.56659912458,62799.2,63802.552271067754,37218.15549145619,1371729.3127512778,400563.8058894933,339790.0,60773.80588949332,0.22601442260109808,0.03429105786750598,80558.77812003506,77796.33239778536,129.8193025667134,0.2976596740043823,0.30822917860435817,0.45400161521202553
2024-03-01,2024,BCN-PMI,Barcelona–Mallorca,V04,Mediterráneo,205,20,29600,14102,0.47641370091664476,3659,71.50213443979214,1008323.0998699488,227623.08651020925,134827.27905340766,326024.40854757425,1696797.87398114,1397.6518154416044,625,873532.3846510027,257360.0,128920.0,129728.08247974663,64869.2,61084.72346332104,35632.75535360394,1551127.1459476743,145670.7280334658,382760.0,-237089.2719665342,0.08585037161302156,-0.13972746878227726,84839.89369905701,96694.35729738371,120.323207628786,0.31870256195578023,0.2796304999968919,0.5429817814389244
2024-03-01,2024,BCN-IBZ,Barcelona–Ibiza,V05,Balear Express,276,21,27720,11732,0.4232214378945569,2415,82.31190688116631,965683.2915298431,173087.09641488246,111432.57201832772,334497.29408573016,1584700.2540487833,1841.8630080795863,625,1151164.3800497414,295890.0,130494.0,124837.53830197366,53967.2,57049.2091457562,33278.70533502445,1846681.0328324956,-261980.7787837123,382290.0,-644270.7787837123,-0.1653188217231443,-0.40655687227767623,75461.91685946587,106141.47775392837,135.07503017804154,0.2913413421001547,0.20713086533669817,0.5952850219658288
2024-03-01,2024,VAL-PMI,Valencia–Mallorca,V02,Marina Azul,260,20,25200,11893,0.4719581790727733,2599,73.83102178177307,878072.3420506272,180838.06902855818,121710.68544354648,374069.0084646469,1554690.1049873787,1485.1577975812672,625,928223.623488292,263000.0,122540.0,130604.6684494547,54707.799999999996,55968.84377954563,32648.492204734954,1587693.4279220277,-33003.32293464895,369470.0,-402473.32293464895,-0.021228232448882077,-0.2588768794781236,77734.50524936893,97858.17139610139,130.72312326472536,0.29871236689896635,0.23728481455851322,0.5941372397153103
2024-03-01,2024,VAL-IBZ,Valencia–Ibiza,V05,Balear Express,165,22,29040,15506,0.5339556312370082,3235,69.77033938220383,1081858.8824604526,191670.28111400656,159994.18155599368,351323.9936120943,1784847.3387425472,1271.2238924622186,625,794514.9327888866,247940.0,136708.0,122149.8064112671,71327.59999999999,64254.50419473169,37481.794113593496,1474376.6375084787,310470.7012340685,356790.0,-46319.29876593151,0.17394804277927767,-0.025951406465140138,81129.4244882976,83234.84715947631,115.10688370582659,0.3821618326881373,0.372495061929741,0.5478125308575903
2024-04-01,2024,DEN-IBZ,Dénia–Ibiza,V01,Levante Star,124,32,26240,15153,0.5774632890137837,3790,62.901116762923586,953140.6223085811,208721.94089644737,157068.4974679489,447787.1211187193,1766718.1817916965,1155.9888821227203,625,722493.0513267001,261376.0,175648.0,149261.88156343444,69703.79999999999,63601.85454450107,37101.08181762563,1479185.669252261,287532.5125394354,292740.0,-5207.487460564589,0.16274950668580185,-0.0029475484625869856,55209.943180990515,55372.67716413316,116.59197398480146,0.544577863533961,0.542977411300064,0.5791653900435167
2024-04-01,2024,DEN-FOR,Dénia–Formentera,V03,Costa Dénia,112,30,27000,14885,0.5512932079815448,3523,57.804554406705016,860420.7923438041,189728.21755524832,153670.52218061395,354767.6656630772,1558587.1977427437,977.2079089417691,625,610754.9430886057,239400.0,168150.0,121886.74810712157,68471.0,56109.13911873877,32730.331152597617,1297502.1614670637,261085.03627567994,296800.0,-35714.963724320056,0.16751391045287795,-0.022914960276874462,51952.90659142479,53143.405382235454,104.70857895483665,0.5272163232364628,0.5154058193593729,0.5639260699433526
2024-04-01,2024,DEN-PMI,Dénia–Mallorca,V02,Marina Azul,198,20,25200,11568,0.45905856815476676,2378,78.37964169562723,906695.6951350158,152236.09376976555,116185.61354359161,275354.3441475033,1450471.7465958763,1048.0643133323767,625,655040.1958327355,187800.0,122540.0,111894.73780956627,53212.799999999996,52216.98287745154,30459.906678513405,1213164.6231982666,237307.12339760968,335470.0,-98162.87660239032,0.163606856841264,-0.06767651754180636,72523.58732979381,77431.73115991332,125.38656177350245,0.3103724994384854,0.2906990032459268,0.4901260533952093
2024-04-01,2024,BCN-PMI,Barcelona–Mallorca,V05,Balear Express,205,20,26400,13740,0.520442753493012,3335,71.01672747857245,975769.8355555855,206213.51075868335,143560.87623028655,325582.66478838946,1651126.8873329451,1466.9998908182556,625,916874.9317614097,257360.0,124280.0,105866.42606440214,63203.99999999999,59440.56794398602,34673.66463399185,1561699.5904037897,89427.29692915548,371240.0,-281812.7030708445,0.05416137161548306,-0.17067901033702795,82556.34436664726,96646.97952018949,120.16935133427548,0.3571580913532501,0.30508626890852647,0.609271407596277
2024-04-01,2024,BCN-IBZ,Barcelona–Ibiza,V04,Mediterráneo,276,22,32560,16417,0.5041998230455624,3683,82.35320249168201,1351992.5253059436,256019.08563408547,157772.04696317748,393911.4653281264,2159695.1232313327,1841.913752049872,625,1151196.09503117,309980.0,141812.0,140333.54156747105,75518.2,77749.02443632798,45353.59758785799,1941942.458622827,217752.6646085058,393810.0,-176057.3353914942,0.10082565000318404,-0.08151953185321707,98167.96014687876,106170.5663010376,131.55236177324315,0.2599161924721837,0.24032501015197502,0.5453019565807117
2024-04-01,2024,VAL-PMI,Valencia–Mallorca,V04,Mediterráneo,260,22,32560,16749,0.514391957782757,3903,77.47016001651868,1297547.7101166714,273877.94072112977,172878.2595622728,390609.49365707283,2134913.404057147,1664.625412480588,625,1040390.8828003675,289300.0,141812.0,139687.22094819133,77045.4,76856.88254605728,44833.18148520009,1809925.5677798162,324987.83627733076,385310.0,-60322.16372266924,0.15222530134464954,-0.02825508688457068,97041.51836623396,99783.43489908255,127.46512651842778,0.25931246075645153,0.2521868980411485,0.5289261472426333
2024-04-01,2024,VAL-IBZ,Valencia–Ibiza,V02,Marina Azul,165,21,26460,12106,0.4575068058641508,2605,70.12011189677129,848874.0746223133,157442.33711696105,116544.35670185414,328991.3480857678,1451852.1165268961,1157.9239057306777,625,723702.4410816736,236670.0,128667.0,112064.3686553965,55687.6,52266.676194968255,30488.89444706482,1339546.980379103,112305.13614779315,352470.0,-240164.86385220685,0.07735301334715013,-0.1654196464766167,69135.81507270935,80572.23716090966,119.92830964206973,0.3875528482968238,0.33254360304333497,0.5331874199508447
2024-05-01,2024,DEN-IBZ,Dénia–Ibiza,V03,Costa Dénia,124,29,26100,14968,0.5734820833994402,3450,61.741409590469765,924145.4187501514,195360.7749517292,159425.96523893962,365958.33849720715,1644890.497438027,1046.0762946660918,625,653797.6841663074,236872.0,162545.0,124750.0224487112,68852.79999999999,59216.05790776897,34542.70044619857,1340576.2649689862,304314.2324690409,298500.0,5814.2324690409005,0.18500576965033275,0.003534723118710191,56720.36198062162,56519.87120582711,109.89380661665066,0.5064504588335762,0.5082469711525235,0.5714549830210821
2024-05-01,2024,DEN-FOR,Dénia–Formentera,V01,Levante Star,112,33,27060,16341,0.6038853413253255,3992,56.419597231412226,921952.6383585072,210496.19675834235,171184.5693710384,426228.5007740812,1729861.9052619692,1017.3693981515876,625,635855.8738447422,263340.0,181137.0,165778.61676277214,75168.59999999999,62275.02858943088,36327.10001050135,1419882.219207447,309979.6860545222,291040.0,18939.68605452217,0.17919331312610126,0.010948669368873093,52420.05773521119,51846.12785477112,105.86022307459575,0.5645266534709399,0.5707758899739894,0.5972736003864454
2024-05-01,2024,DEN-PMI,Dénia–Mallorca,V05,Balear Express,198,21,27720,13385,0.48284815453296276,2869,77.92129599887969,1042976.5469450046,181305.67427369565,134672.83655871134,317555.8463606315,1676510.904138043,1185.8090631724972,625,741130.6644828108,197190.0,130494.0,127431.08115464453,61570.99999999999,60354.39254896955,35206.7289868989,1353377.8671733236,323133.0369647194,339790.0,-16656.963035280583,0.19274138698838597,-0.009935493407270471,79833.85257800206,80627.04129396779,125.25296258035435,0.30849036307762395,0.30545551185339015,0.4876454891890378
2024-05-01,2024,BCN-PMI,Barcelona–Mallorca,V04,Mediterráneo,205,20,29600,17243,0.5825479641052611,3514,72.33425676133028,1247259.589335618,221460.30411423018,181667.76962093904,300945.72069579404,1951333.3837665813,1348.216898860561,625,842635.5617878507,257360.0,128920.0,117723.0165452483,79317.79999999999,70248.00181559692,40978.00105909821,1537182.381207794,414151.00255878735,382760.0,31391.002558787353,0.212240002658781,0.016086949990162393,97566.66918832906,95997.1190603897,113.16669858879438,0.31640447943437605,0.3215776835475579,0.5731765441398288
2024-05-01,2024,BCN-IBZ,Barcelona–Ibiza,V05,Balear Express,276,22,29040,16005,0.5511345230265764,3663,83.53466759120086,1336972.3547971698,266217.0562667395,156673.40781719566,408286.5408767093,2168149.359757814,1877.4293017525679,625,1173393.313595355,309980.0,136708.0,131262.79788643212,73623.0,78053.3769512813,45531.1365549141,1948551.6249879824,219597.73476983164,382290.0,-162692.26523016836,0.10128349035619995,-0.0750373882214191,98552.24362535519,105947.34659036282,135.46700154687997,0.29080848317512853,0.2705101109611199,0.5924902181931482
2024-05-01,2024,VAL-PMI,Valencia–Mallorca,V02,Marina Azul,260,21,26460,14959,0.5653614362985678,3426,75.11772784025132,1123686.0907623195,232014.8038529655,154419.1697602249,338599.22112570546,1848719.2855012154,1609.3255753105059,625,1005828.4845690662,276150.0,128667.0,138472.64334954135,68811.4,66553.89427804375,38823.10499552552,1723306.5271921766,125412.75830903882,369470.0,-244057.24169096118,0.06783764268193782,-0.13201422390354609,88034.25169053406,99656.02510438937,123.5857534261124,0.30420032083146936,0.2687248220101772,0.6399971875365174
2024-05-01,2024,VAL-IBZ,Valencia–Ibiza,V05,Balear Express,165,22,29040,15043,0.5180061796324483,3202,70.07490745114919,1054136.8327876371,186176.00214157676,149471.95849103024,316453.84192327963,1706238.6353435237,1316.455261907174,625,822784.5386919837,247940.0,136708.0,107850.654637624,69197.79999999999,61424.59087236685,35831.011342214,1481736.5955441885,224502.03979933518,356790.0,-132287.96020066482,0.13157716344533207,-0.07753192165527935,77556.3016065238,83569.39070655403,113.424093288807,0.38369784530098267,0.35608953905658314,0.5581681941686618
2024-06-01,2024,DEN-IBZ,Dénia–Ibiza,V01,Levante Star,124,41,33620,20674,0.6149174338991876,4177,62.311411080983014,1288226.112688243,233678.69810764794,222905.3986976417,495877.07567004143,2240687.285163574,1453.4879298323685,625,908429.9561452303,334888.0,225049.0,204562.49548239782,95100.4,80664.74226588865,47054.43298843505,1895749.0268819516,344938.2582816223,292740.0,52198.258281622315,0.15394306049112125,0.02329564621857162,54650.90939423351,53377.78114346224,108.38189441634778,0.5249585084919575,0.5374794393610691,0.6005925349054403
2024-06-01,2024,DEN-FOR,Dénia–Formentera,V03,Costa Dénia,112,38,34200,22495,0.6577445343513392,4562,59.36656952164386,1335450.9813893787,238156.67664052028,242291.05922684073,529970.5918894472,2345869.309146187,1242.963473651408,625,776852.17103213,303240.0,212990.0,156030.24093543665,103476.99999999999,84451.29512926271,49263.255492069926,1686303.9625888993,659565.3465572875,296800.0,362765.3465572875,0.28116031186636986,0.15464004970051856,61733.402872268074,52186.9463839184,104.28403241370023,0.5177276426976032,0.6124345523042468,0.5560308868690036
2024-06-01,2024,DEN-PMI,Dénia–Mallorca,V02,Marina Azul,198,29,36540,22471,0.6149653167188598,4112,77.579608109364,1743291.3738255184,251376.73162449678,230765.96440290628,434965.8591802359,2660399.9290331574,1538.379812789707,625,961487.3829935669,272310.0,177683.0,177325.36629396048,103366.59999999999,95774.39744519367,55868.39850969631,1843815.1452424175,816584.78379074,335470.0,481114.78379073995,0.306940612529449,0.18084302985438233,91737.92858735025,75147.76362904887,118.39259174194105,0.30121758709735796,0.36771656480419374,0.5037531255880613
2024-06-01,2024,BCN-PMI,Barcelona–Mallorca,V05,Balear Express,205,29,38280,23534,0.6147813231707469,5405,70.33600269771982,1655287.4874881383,351123.1141480084,240675.4262764014,500505.18493299035,2747591.2128455387,2080.80772283893,625,1300504.8267743313,373172.0,180206.0,159824.84464628604,108256.4,98913.28366243938,57699.41546975632,2278576.770552813,469014.44229272567,371240.0,97774.44229272567,0.17070022647473515,0.03558551280685809,94744.52458088065,91372.99208802804,116.74986032317238,0.33766811562464166,0.3501275852951983,0.5929040145216371
2024-06-01,2024,BCN-IBZ,Barcelona–Ibiza,V04,Mediterráneo,276,29,42920,25936,0.604283915033527,5730,83.05790022847334,2154189.7003256846,398364.2260827663,265622.80103302596,535615.2813293977,3353792.0087708747,2236.6680521301605,625,1397917.5325813503,408610.0,186934.0,182877.83668367288,119305.59999999999,120736.51231575148,70429.63218418838,2486811.113764963,866980.8950059116,393810.0,473170.8950059116,0.2585076512611913,0.14108534273099516,115648.00030244395,99331.76254361942,129.3103026207154,0.2431741151185356,0.283117901249618,0.5190283117741943
2024-06-01,2024,VAL-PMI,Valencia–Mallorca,V04,Mediterráneo,260,30,44400,26359,0.5936603203483758,5375,78.72505163995946,2075113.6361776914,368804.2852921446,282956.50090412516,521738.6951670553,3248613.1175410165,2297.1795142738993,625,1435737.1964211871,394500.0,193380.0,215754.10629192158,121251.4,116950.07223147659,68220.87546836135,2545793.6504129465,702819.4671280701,385310.0,317509.4671280701,0.21634446506823735,0.09773692823367147,108287.10391803388,97703.45501376488,123.24493029102078,0.2539071076241291,0.2814113927183833,0.5356377842233082
2024-06-01,2024,VAL-IBZ,Valencia–Ibiza,V02,Marina Azul,165,28,35280,21251,0.6023535390821122,4122,71.87571325579042,1527430.7823988022,238709.56305626335,225723.54326419308,390913.9795778279,2382777.8682970866,1530.7926284269004,625,956745.3927668127,315560.0,171556.0,150081.63018917997,97754.59999999999,85780.00325869511,50038.335234238824,1827515.9614489267,555261.9068481599,352470.0,202791.90684815985,0.23303133466024345,0.08510734867329044,85099.2095820388,77856.64148031881,112.12544672237009,0.37449082001115347,0.4093276074172141,0.5510888264068603
2024-07-01,2024,DEN-IBZ,Dénia–Ibiza,V03,Costa Dénia,124,38,34200,28422,0.8310577061796438,6114,67.09689106917294,1907027.8379680333,336734.83339004044,314992.8655306074,480811.4691676078,3039567.0060562887,1403.2238630289403,625,877014.9143930877,310384.0,212990.0,172492.3052243663,130741.2,109424.41221802638,63830.907127182065,1876877.7389626624,1162689.2670936263,298500.0,864189.2670936263,0.38251805759734414,0.2843132805994219,79988.60542253392,57246.78260428059,106.9441631854299,0.5129640018304712,0.7167437761875799,0.5947769633682788
2024-07-01,2024,DEN-FOR,Dénia–Formentera,V01,Levante Star,112,40,32800,30069,0.9167309842809815,6828,58.088171510383475,1746653.2291457206,362018.11856191105,340915.32577910455,517386.5671628467,2966973.240649583,1287.920713247481,625,804950.4457796756,319200.0,219560.0,196045.27809557313,138317.4,106811.03666338498,62306.43805364124,1847190.5985922748,1119782.642057308,291040.0,828742.642057308,0.3774158211862218,0.279322587309842,74174.33101623956,53455.76496480687,98.6721620489402,0.58205318994781,0.8076473324938978,0.6606673138845197
2024-07-01,2024,DEN-PMI,Dénia–Mallorca,V05,Balear Express,198,29,38280,31126,0.8131232481819247,6231,80.9238756520342,2518836.5535452166,387219.952816977,329413.9009299059,425562.75524000666,3661033.1625321065,1508.9420858384185,625,943088.8036490115,272310.0,180206.0,171946.1977566821,143179.59999999998,131797.1938511558,76881.69641317424,1919409.4916700236,1741623.6708620829,339790.0,1401833.6708620829,0.47571917367104954,0.3829065754467306,126242.52284593471,77903.4307472422,117.61977647407655,0.2980694473034978,0.4830215903196155,0.5017730098044618
2024-07-01,2024,BCN-PMI,Barcelona–Mallorca,V04,Mediterráneo,205,28,41440,35873,0.8656586163538615,8178,76.2742124874967,2736184.824563969,516623.5440935536,389853.64974392694,400557.36919303314,4043219.387594483,1999.4930989249644,625,1249683.1868281027,360304.0,180488.0,164709.64738040292,165015.8,145555.89795340138,84907.60713948414,2350664.139301391,1692555.248293092,382760.0,1309795.248293092,0.4186157331670492,0.32394859707881346,144400.69241408867,97622.2906893354,112.70926288836961,0.32176101084158004,0.4759416361703648,0.5852297220368413
2024-07-01,2024,BCN-IBZ,Barcelona–Ibiza,V05,Balear Express,276,30,39600,32252,0.814434363461173,7204,87.90789115396954,2835205.3054978256,517534.4620507212,372266.56707229593,495202.2945182968,4220208.629139139,2493.7111440246777,625,1558569.4650154235,422700.0,186420.0,192932.13413275374,148359.19999999998,151927.510649009,88624.38121192194,2749532.6910091084,1470675.9381300309,382290.0,1088385.9381300309,0.34848417871464976,0.2578986097073702,140673.62097130466,104394.08970030361,130.85106750400408,0.2865450419968808,0.3861265397763083,0.6043928734266294
2024-07-01,2024,VAL-PMI,Valencia–Mallorca,V02,Marina Azul,260,28,35280,30698,0.8701244588342975,7188,80.05056758782335,2457392.323811001,507742.26870355685,334911.3179424483,524718.1540546668,3824764.064511673,2148.4378888632737,625,1342773.680539546,368200.0,171556.0,170304.3431293399,141210.8,137691.50632242023,80320.04535474513,2412056.3753460515,1412707.6891656215,369470.0,1043237.6891656215,0.3693581264981868,0.27275870395389135,136598.7165897026,99340.2276909304,124.59326550627641,0.30323634826291335,0.41696799935806655,0.6327904391640734
2024-07-01,2024,VAL-IBZ,Valencia–Ibiza,V05,Balear Express,165,29,38280,29492,0.7704192386318438,6814,71.66679143097645,2113597.0128823575,406543.61625311297,333741.64194266684,391818.81140798493,3245701.082486122,1670.645160139547,625,1044153.2250872168,326830.0,180206.0,152951.45941699765,135663.19999999998,116845.23896950038,68159.72273220857,2024808.8462059235,1220892.2362801984,356790.0,864102.2362801984,0.3761567085977699,0.26622976494752215,111920.72698228006,82124.09814503185,110.05361055493428,0.37706197495423255,0.513869269891093,0.5653107058198391
